Sentence	Tag	TaggedSentence
See also: The National Domination of Comcast and Time Warner in 1 Map The committee â€” which holds broad jurisdiction over antitrust law but cannot decide whether or not the merger will actually happen â€” gave consumers a fantastic opportunity to hear from the companies and Senators, who want to know what's in it for the rest of us.	ACQ	See also: The National <ORG>omination of <ORG> and Time Warner in 1 Map The committee â€” which holds broad jurisdiction over antitrust law but cannot decide whether or not the merger will actually happen â€” gave consumers a fantastic opportunity to hear from the companies and Senators, who want to know what's in it for the rest of us.
Comcast Executive Vice President David Cohen and Time Warner Cable CFO Arthur T. Minson made their case for a merger that would see the country's two biggest cable companies form one megacorporation.	ACQ	<ORG> Executive Vice President <ORG>avid Cohen and <ORG> CFO <PER> made their case for a merger that would see the country's two biggest cable companies form one megacorporation.
Sure, schools like the Massachusetts Institute of Technology (MIT) and Stanford University have a reputation for churning out revolutionary ideas and battle-tested founders, but top-flight companies sprout from universities and entrepreneurship programs all across the country Case in point: Jan Koum, the co-founder of mobile messaging company WhatsApp, which recently sold to Facebook for $16 billion, isn't an Ivy League MBA.	ACQ	Sure, schools like the <ORG> (MIT) and <ORG> have a reputation for churning out revolutionary ideas and battle-tested founders, but top-flight companies sprout from universities and entrepreneurship programs all across the country Case in point: <PER>, the co-founder of mobile messaging company <ORG>, which recently sold to <ORG> for $16 billion, isn't an Ivy League MBA.
Apple human interface vice-president Greg Christie, one of the key people involved in building the original iPhone, is leaving the company, according to a new report.	JOB	<ORG> human interface vice-president <PER>, one of the key people involved in building the original iPhone, is leaving the company, according to a new report.
Yeo & Yeo's Business Valuation & Litigation Support Group is comprised of CPAs (Certified Public Accountants), CVAs (Certified Valuation Analysts) and CFEs (Certified Fraud Examiners) working together to provide a full scope of valuation, litigation support and fraud services for business owners, lenders and attorneys throughout Michigan.	NVNSP	<PER>'s Business Valuation & Litigation Support Group is comprised of CPAs (Certified Public Accountants), <ORG>s (Certified Valuation Analysts) and CFEs (Certified Fraud Examiners) working together to provide a full scope of valuation, litigation support and fraud services for business owners, lenders and attorneys throughout <LOC>.
Thomson IP Management Services solutions integrate state-of-the-art portfolio management technology, comprehensive IP payment services, IP management consulting and world-class IP Rules to provide unparalleled support of clients' patents, trademarks, license agreements and other intellectual assets.	VNSP	<ORG> solutions integrate state-of-the-art portfolio management technology, comprehensive IP payment services, IP management consulting and world-class IP Rules to provide unparalleled support of clients' patents, trademarks, license agreements and other intellectual assets.
Ukraine says won't prosecute protesters who surrender occupied buildings	NJOB	<LOC> says won't prosecute protesters who surrender occupied buildings
KIEV (Reuters) - Ukraine will not prosecute pro-Russian separatists if they leave government buildings they have occupied in the east of the country and give up their weapons, acting President Oleksander Turchinov said on Thursday.	NJOB	<ORG> (<ORG>) - <LOC> will not prosecute pro-<LOC>n separatists if they leave government buildings they have occupied in the east of the country and give up their weapons, acting President <PER> said on Thursday.
Slideshow 	NJOB	Slideshow 
KIEV (Reuters) - Ukraine will not prosecute pro-Russian separatists if they leave government buildings they have occupied in the east of the country and give up their weapons, acting President Oleksander Turchinov said on Thursday.	NJOB	<ORG> (<ORG>) - <LOC> will not prosecute pro-<LOC>n separatists if they leave government buildings they have occupied in the east of the country and give up their weapons, acting President <PER> said on Thursday.
Oando Energy Resources Executes Extension of Availability Period of its Senior Secured Loan Agreement for Acquisition of Nigerian Assets from ConocoPhillips	ACQ	Oando Energy Resources Executes Extension of Availability Period of its Senior Secured Loan Agreement for Acquisition of <LOC>n Assets from <ORG>
"CALGARY, April 9, 2014 /PRNewswire/ -- ï»¿ Oando Energy Resources Inc. (""Oando Energy Resources"" or the ""Company"") (TSX: OER), a company focused on oil and gas exploration and production in Nigeria, today announced that, further to its press release dated January 31, 2014, it has..."	ACQ	"<LOC>, April 9, 2014 /PRNewswire/ -- ï»¿ <ORG> (""Oando Energy Resources"" or the ""Company"") (TSX: OER), a company focused on oil and gas exploration and production in <LOC>, today announced that, further to its press release dated January 31, 2014, it has..."
"Oando Energy Resources Inc. (""Oando Energy Resources"" or the ""Company"") (TSX: OER), a company focused on oil and gas exploration and production in Nigeria, today announced that, further to its press release dated January 31, 2014, it has extended the availability period of the US$450 million senior secured facility agreement (the ""RBL"") for the acquisition of ConocoPhillips' Nigerian Upstream Oil and Gas Business to May 31, 2014."	ACQ	"<ORG> (""Oando Energy Resources"" or the ""Company"") (TSX: OER), a company focused on oil and gas exploration and production in <LOC>, today announced that, further to its press release dated January 31, 2014, it has extended the availability period of the <LOC>$450 million senior secured facility agreement (the ""<ORG>"") for the acquisition of <ORG>' <LOC>n <ORG> and Gas Business to May 31, 2014."
Wilmar Agrees to Purchase European Commodity Surfactants Business of Huntsman	ACQ	<ORG> Agrees to Purchase <LOC>an Commodity Surfactants Business of <PER>
THE WOODLANDS, Texas and SINGAPORE, April 10, 2014 /PRNewswire/ -- Huntsman Corporation (NYSE:HUN) and Wilmar International Limited (SGX:F34) today announced that Wilmar's wholly-owned subsidiary, Wilmar Europe Holdings B.V. has agreed to purchase Huntsman's European commodity...	ACQ	THE WOO<ORG>LAN<ORG>S, <LOC> and SING<ORG>ORE, April 10, 2014 /PRNewswire/ -- <ORG> (<ORG>:H<ORG>) and <ORG> (SGX:F34) today announced that <ORG>'s wholly-owned subsidiary, <ORG> has agreed to purchase <PER>'s <LOC>an commodity...
THE WOODLANDS, Texas and SINGAPORE, April 10, 2014 /PRNewswire/ -- Huntsman Corporation (NYSE: HUN) and Wilmar International Limited (SGX:F34) today announced that Wilmar's wholly-owned subsidiary, Wilmar Europe Holdings B.V. has agreed to purchase Huntsman's European commodity surfactants business.	ACQ	THE WOO<ORG>LAN<ORG>S, <LOC> and SING<ORG>ORE, April 10, 2014 /PRNewswire/ -- <ORG> (<ORG>: H<ORG>) and <ORG> (SGX:F34) today announced that <ORG>'s wholly-owned subsidiary, <ORG> has agreed to purchase <PER>'s <LOC>an commodity surfactants business.
McAdams Wright Ragen To Join Baird	NVNSP	<PER> To Join <PER>
MILWAUKEE, April 9, 2014 /PRNewswire/ -- Baird and McAdams Wright Ragen, Inc. (MWR) announced today that they have signed a definitive agreement for MWR to merge with Baird, an international, employee-owned wealth management, capital markets, private equity and asset management firm with more than $100 billion in client assets.	ACQ	MILWA<LOC>EE, April 9, 2014 /PRNewswire/ -- <PER> and <ORG> (<ORG>) announced today that they have signed a definitive agreement for <ORG> to merge with <PER>, an international, employee-owned wealth management, capital markets, private equity and asset management firm with more than $100 billion in client assets.
Taking this important step enables MWR to enhance the services and capabilities it offers its clients, and positions Baird to expand our current footprint in the Pacific Northwest.	NJOB	Taking this important step enables <ORG> to enhance the services and capabilities it offers its clients, and positions <PER> to expand our current footprint in the <LOC> <LOC>west.
BancorpSouth Insurance Services, Inc. to acquire assets of Lafayette, Louisiana based Knox Insurance Group, LLC	ACQ	<ORG> to acquire assets of Lafayette, <LOC> based <ORG>, LLC
"TUPELO, Miss., April 9, 2014 /PRNewswire/ -- BancorpSouth, Inc. (NYSE: BXS) announced today that BancorpSouth Insurance Services, Inc. (""BXSI""), a subsidiary of BancorpSouth Bank, headquartered in Tupelo, Mississippi, signed a definitive agreement to acquire the assets of Lafayette, Louisiana-based Knox Insurance Group, LLC (""Knox"")."	ACQ	"TU<ORG>LO, <LOC>, April 9, 2014 /PRNewswire/ -- <ORG> (<ORG>: BXS) announced today that <ORG> (""<ORG>""), a subsidiary of Bancorp<LOC> <ORG>, headquartered in <LOC>, <LOC>, signed a definitive agreement to acquire the assets of Lafayette, <LOC>-based <ORG>, LLC (""<PER>"")."
Tyco previously sold a majority interest in Atkore to Clayton, Dubilier & Rice, LLC, in 2010.	ACQ	<ORG> previously sold a majority interest in <LOC> to <PER>, <ORG>, LLC, in 2010.
"Yongye International, Inc. Accepts Revised ""Going Private"" Proposal at $7.10 Per Share and Enters into Amendment to Merger Agreement"	ACQ	"<ORG> Accepts Revised ""Going Private"" Proposal at $7.10 Per Share and Enters into Amendment to Merger Agreement"
"BEIJING, April 9, 2014 /PRNewswire-FirstCall/ -- Yongye International, Inc. (NASDAQ: YONG) (""Yongye"" or the ""Company""), a leading developer, manufacturer and distributor of crop nutrient products in China, today announced that it has entered into an amendment (the ""Amendment"") to its previously announced agreement and plan of merger dated as of September 23, 2013, among Full Alliance International Limited (""Holdco""), Yongye International Limited (""Parent""), Yongye International Merger Sub Limited (""Merger Sub"") and the Company (the ""Merger Agreement"", and the Merger Agreement as so amended, the ""Amended Merger Agreement""), pursuant to which Merger Sub will be merged with and into the Company, with the Company surviving the merger as a wholly-owned subsidiary of Parent (the ""Merger"")."	ACQ	"BEIJING, April 9, 2014 /PRNewswire-<ORG>tCall/ -- <ORG> (NAS<ORG>AQ: YONG) (""<PER>"" or the ""Company""), a leading developer, manufacturer and distributor of crop nutrient products in <LOC>, today announced that it has entered into an amendment (the ""Amendment"") to its previously announced agreement and plan of merger dated as of September 23, 2013, among <ORG> (""<ORG>""), <PER> International Limited (""Parent""), <ORG> (""Merger Sub"") and the Company (the ""Merger Agreement"", and the Merger Agreement as so amended, the ""Amended Merger Agreement""), pursuant to which Merger Sub will be merged with and into the Company, with the Company surviving the merger as a wholly-owned subsidiary of Parent (the ""Merger"")."
ID Perfumes, Inc. Releases Corporate Update	NJOB	<ORG> Releases Corporate Update
"HALLANDALE, Fla., April 9, 2014 /PRNewswire/ -- ID Perfumes, Inc.'s (OTC Pink: IDPE) management released the following corporate update: RECENT DEVELOPMENTS ID Perfumes (""IDPE"") has been very active over the last several months positioning the Company to capitalize on several..."	NJOB	"<ORG>LA<ORG>LE, <LOC>, April 9, 2014 /PRNewswire/ -- <ORG>'s (OTC Pink: I<ORG><ORG>) management released the following corporate update: R<ORG>ENT <ORG>EVELOPMENTS I<ORG> Perfumes (""I<ORG><ORG>"") has been very active over the last several months positioning the Company to capitalize on several..."
"ID Perfumes (""IDPE"") has been very active over the last several months positioning the Company to capitalize on several trends taking place within the fragrance industry."	NJOB	"I<ORG> Perfumes (""I<ORG><ORG>"") has been very active over the last several months positioning the Company to capitalize on several trends taking place within the fragrance industry."
WM GreenTech Automotive Acquires Advanced Composite Technology Inc.	ACQ	WM Green<ORG> Automotive Acquires Advanced Composite <ORG>nology Inc.
MCLEAN, Va., April 9, 2014 /PRNewswire/ -- GreenTech Automotive Corp (GTA), a Virginia-based wholly owned subsidiary of WM GreenTech Automotive Corp. (WMGTA), today announced the recent acquisition of Advanced Composite Technology Inc. (ACT), an innovative materials product development and manufacturing company based in Detroit, Michigan.	ACQ	MCLEAN, <LOC>, April 9, 2014 /PRNewswire/ -- Green<ORG> Automotive Corp (GTA), a <LOC>-based wholly owned subsidiary of WM Green<ORG> Automotive Corp. (<ORG>), today announced the recent acquisition of Advanced Composite <ORG>nology Inc. (A<LOC>), an innovative materials product development and manufacturing company based in <ORG>etroit, <LOC>.
Sotheby's International Realty Affiliates LLC supports its affiliates with a host of operational, marketing, recruiting, educational and business development resources.	NJOB	<ORG>'s International Realty Affiliates LLC supports its affiliates with a host of operational, marketing, recruiting, educational and business development resources.
iControl Networks Acquires Creator of Piper All-in-One Home Awareness and Automation Device	ACQ	<ORG> Acquires Creator of <ORG> All-in-One Home Awareness and Automation <ORG>evice
REDWOOD CITY, Calif., April 9, 2014 /PRNewswire/ -- iControl Networks, a leader in connected home technology and innovation, today announced that it has acquired Blacksumac Inc., the creator of Piper, a Wi-Fi-enabled all-in-one Home Awareness and automation device.	ACQ	RE<ORG>WOO<ORG> CITY, <LOC>, April 9, 2014 /PRNewswire/ -- <ORG>, a leader in connected home technology and innovation, today announced that it has acquired <ORG>, the creator of <ORG>, a Wi-Fi-enabled all-in-one Home Awareness and automation device.
Venture investors in iControl include Charles River Ventures, the Kleiner Perkins Caufield & Byers iFund, and Intel Capital, with strategic investments from a variety of service providers including ADT, Comcast Ventures, Comporium and Rogers Communications.	ACQ	Venture investors in iControl include <LOC>, the Kleiner Perkins Caufield & Byers iFund, and <ORG> Capital, with strategic investments from a variety of service providers including <ORG>, <ORG> Ventures, Comporium and <ORG> Communications.
Hatfield Philips is a subsidiary of LNR Property, a United States-based real estate investment, finance, management and development firm, which was acquired by Starwood Property Trust (NYSE: STWD) in January 2013.	ACQ	<PER> is a subsidiary of <ORG>, a <ORG> <ORG>s-based real estate investment, finance, management and development firm, which was acquired by <ORG> (<ORG>: STW<ORG>) in January 2013.
James River Coal Company Files For Chapter 11 Reorganization To Restructure Balance Sheet And Continue Exploration Of Strategic Alternatives	NJOB	<ORG> Files For Chapter 11 Reorganization To Restructure Balance Sheet And Continue Exploration Of Strategic Alternatives
RICHMOND, Va., April 7, 2014 /PRNewswire/ -- James River Coal Company (NASDAQ: JRCC),  today announced that the Company and its subsidiaries have filed voluntary petitions for reorganization under Chapter 11 of the Bankruptcy Code in the Bankruptcy Court for the Eastern District of Virginia Richmond Division.	NJOB	RICHMON<ORG>, <LOC>, April 7, 2014 /PRNewswire/ -- <ORG> (NAS<ORG>AQ: JRCC),  today announced that the Company and its subsidiaries have filed voluntary petitions for reorganization under Chapter 11 of the <ORG>ruptcy Code in the <ORG>ruptcy Court for the Eastern <ORG>istrict of <LOC> <LOC> <ORG>ivision.
Factors that could affect our results include, but are not limited to: (i) the ability of James River and its subsidiaries to continue as a going concern, (ii) the ability of James River and its subsidiaries to obtain Bankruptcy Court approval with respect to motions in the Chapter 11 cases, (iii) the ability of James River and its subsidiaries to prosecute, develop and consummate one or more plans of reorganization with respect to the Chapter 11 cases, (iv) the effects of the bankruptcy filing on James River and its subsidiaries and the interests of various creditors, equity holders and other constituents, (v) Bankruptcy Court rulings in the Chapter 11 cases and the outcome of the cases in general, (vi) the length of time James River and its subsidiaries will operate under the Chapter 11 cases, (vii) risks associated with third-party motions in the Chapter 11 cases, which may interfere with the ability of James River and its subsidiaries to develop one or more plans of reorganization and consummate such plans once they are developed, (viii) the potential adverse effects of the Chapter 11 proceedings on James River's liquidity or results of operations, (ix) the ability to execute James River's business and restructuring plans, (x) increased legal costs related to James River's bankruptcy filing and other litigation, and (xi) the ability of James River and its subsidiaries to maintain contracts that are critical to their operation, including to obtain and maintain normal terms with their vendors, customers, lessors and service providers and to retain key executives, managers and employees.	NJOB	Factors that could affect our results include, but are not limited to: (i) the ability of <LOC> and its subsidiaries to continue as a going concern, (ii) the ability of <LOC> and its subsidiaries to obtain <ORG>ruptcy Court approval with respect to motions in the Chapter 11 cases, (iii) the ability of <LOC> and its subsidiaries to prosecute, develop and consummate one or more plans of reorganization with respect to the Chapter 11 cases, (iv) the effects of the bankruptcy filing on <LOC> and its subsidiaries and the interests of various creditors, equity holders and other constituents, (v) <ORG>ruptcy Court rulings in the Chapter 11 cases and the outcome of the cases in general, (vi) the length of time <LOC> and its subsidiaries will operate under the Chapter 11 cases, (vii) risks associated with third-party motions in the Chapter 11 cases, which may interfere with the ability of <LOC> and its subsidiaries to develop one or more plans of reorganization and consummate such plans once they are developed, (viii) the potential adverse effects of the Chapter 11 proceedings on <LOC>'s liquidity or results of operations, (ix) the ability to execute <LOC>'s business and restructuring plans, (x) increased legal costs related to <LOC>'s bankruptcy filing and other litigation, and (xi) the ability of <LOC> and its subsidiaries to maintain contracts that are critical to their operation, including to obtain and maintain normal terms with their vendors, customers, lessors and service providers and to retain key executives, managers and employees.
Davis Polk and Wardwell LLP and Hunton & Williams LLP are serving as the company's legal advisors, Perella Weinberg is serving as restructuring financial advisor, and Deutsche Bank Securities is serving as investment banker and mergers and acquisitions advisor.	NJOB	<ORG>avis Polk and <ORG> and <ORG> are serving as the company's legal advisors, <PER> is serving as restructuring financial advisor, and <ORG> Securities is serving as investment banker and mergers and acquisitions advisor.
In addition, the acquired assets include over 40 new and late model FMC, OFM and SPM tri-plex pump power ends and fluid ends and a variety of late model trailer pump and support units for well services applications.	ACQ	In addition, the acquired assets include over 40 new and late model <ORG>, <ORG> and SPM tri-plex pump power ends and fluid ends and a variety of late model trailer pump and support units for well services applications.
"""Gordon Brothers Group provided an ideal solution for Green Field and our creditors as they took sole control of a very large and diverse portfolio of equipment involved in this transaction,"" said Rick Fontova, President of Green Field Energy Services."	NVNSP	"""<ORG> provided an ideal solution for <LOC> and our creditors as they took sole control of a very large and diverse portfolio of equipment involved in this transaction,"" said <PER>, President of <LOC> Energy Services."
"""We want our employees, fans and sponsors to know that our commitment to growing the game of soccer and to realizing the full potential of Highmark Stadium will continue during the reorganization process,"" Shallenberger added."	NJOB	"""We want our employees, fans and sponsors to know that our commitment to growing the game of soccer and to realizing the full potential of <ORG> will continue during the reorganization process,"" Shallenberger added."
ABOUT FRIENDLY FINANCE CORPORATIONFriendly Finance Corporation (FFC), located in Baltimore, MD, has been purchasing retail installment contracts from both franchised and independent automobile dealerships across the United States since 1949.	VNSP	ABOUT FRIEN<ORG>LY F<ORG>NCE CORPORATIONFriendly <ORG> (F<ORG>), located in <LOC>, M<ORG>, has been purchasing retail installment contracts from both franchised and independent automobile dealerships across the <ORG> <ORG>s since 1949.
The College now has 831 Fellows, each selected by a Board of Regents from among recommendations of the Circuit Admissions Council in each federal judicial circuit and specially appointed Committees for Judicial and Foreign Fellows.	NJOB	The College now has 831 Fellows, each selected by a <ORG> of <PER>ents from among recommendations of the <ORG> in each federal judicial circuit and specially appointed <ORG>s for Judicial and Foreign Fellows.
Joint Statement From Puerto Rico Treasury Secretary And GDB Chairman On Provisional Rating Assigned By Moody's	NVNSP	Joint <ORG>ment From <LOC> <ORG> Secretary And <ORG> Chairman On Provisional Rating Assigned By <ORG>'s
SAN JUAN, Puerto Rico, Feb. 28, 2014 /PRNewswire-USNewswire/ -- Today, Treasury Secretary Melba Acosta Febo and Government Development Bank for Puerto Rico (GDB) Chairman David H. Chafey provided a joint statement regarding the provisional rating assigned by Moody's Investors Service related to the Commonwealth of Puerto Rico's planned issuance of General Obligation Bonds.	NVNSP	SAN JUAN, <LOC>, Feb. 28, 2014 /PRNewswire-<LOC>Newswire/ -- Today, <ORG> Secretary <PER> and Government <ORG>evelopment <ORG> for <LOC> (<ORG>) Chairman <ORG>avid H. Chafey provided a joint statement regarding the provisional rating assigned by <ORG> related to the <ORG> of <LOC>'s planned issuance of General Obligation Bonds.
Important risk factors that could affect the above forward-looking statements include, but are not limited to, the effects of general economic and business conditions, industry competition, inflation, currency and interest rate fluctuations, changes in fuel prices, legislative and/or regulatory developments, compliance with environmental laws and regulations, actions by regulators, various events which could disrupt operations, including natural events such as severe weather, droughts, floods and earthquakes, labor negotiations and disruptions, environmental claims, uncertainties of investigations, proceedings or other types of claims and litigation, risks and liabilities arising from derailments, and other risks and assumptions detailed from time to time in reports filed by CN with securities regulators in Canada and the United States.	NNC	Important risk factors that could affect the above forward-looking statements include, but are not limited to, the effects of general economic and business conditions, industry competition, inflation, currency and interest rate fluctuations, changes in fuel prices, legislative and/or regulatory developments, compliance with environmental laws and regulations, actions by regulators, various events which could disrupt operations, including natural events such as severe weather, droughts, floods and earthquakes, labor negotiations and disruptions, environmental claims, uncertainties of investigations, proceedings or other types of claims and litigation, risks and liabilities arising from derailments, and other risks and assumptions detailed from time to time in reports filed by CN with securities regulators in <LOC> and the <ORG> <ORG>s.
In an effort to facilitate the acquisition of Class A Variable Voting Shares, Transat applied to the AutoritÃ© des marchÃ©s financiers, as principal regulator, and the Ontario Securities Commission in order to seek the decision.	ACQ	In an effort to facilitate the acquisition of Class A Variable Voting Shares, Transat applied to the AutoritÃ© des marchÃ©s financiers, as principal regulator, and the <LOC> Securities <ORG> in order to seek the decision.
Transat A.T. Receives Conditional Exemption from Applicable Take-Over Bid and Related Early Warning Reporting Requirements	ACQ	Transat A.T. Receives <PER>tional Exemption from Applicable Take-Over Bid and Related Early Warning Reporting Requirements
MONTREAL, Jan. 23, 2014 /CNW Telbec/ - Transat A.T. Inc. announces that pursuant to an application it filed with the AutoritÃ© des marchÃ©s financiers, as principal regulator, the Ontario Securities Commission and the securities regulatory authorities in the other provinces of Canada, the company received, on December18, 2013, a conditional exemption from applicable take-over bid and related early warning reporting requirements.	ACQ	<LOC>, Jan. 23, 2014 /<ORG> - <ORG> announces that pursuant to an application it filed with the AutoritÃ© des marchÃ©s financiers, as principal regulator, the <LOC> Securities <ORG> and the securities regulatory authorities in the other provinces of <LOC>, the company received, on <ORG>ecember18, 2013, a conditional exemption from applicable take-over bid and related early warning reporting requirements.
In addition, Moody's noted WPC's rigorous underwriting criteria and focus on acquiring mission critical assets.	ACQ	In addition, <ORG>'s noted <ORG>'s rigorous underwriting criteria and focus on acquiring mission critical assets.
The Company also owns and operates Motor Racing Network, the nation's largest independent sports radio network and Americrown Service Corporation, a subsidiary that provides catering services, food and beverage concessions, and produces and markets motorsports-related merchandise.	NVNSP	<ORG> also owns and operates <ORG>, the nation's largest independent sports radio network and <ORG>, a subsidiary that provides catering services, food and beverage concessions, and produces and markets motorsports-related merchandise.
"Caterpillar's actual results may differ materially from those described or implied in our forward-looking statements based on a number of factors, including, but not limited to: (i) global economic conditions and economic conditions in the industries we serve; (ii) government monetary or fiscal policies and infrastructure spending; (iii) commodity price changes, component price increases, fluctuations in demand for our products or significant shortages of component products; (iv) disruptions or volatility in global financial markets limiting our sources of liquidity or the liquidity of our customers, dealers and suppliers; (v) political and economic risks, commercial instability and events beyond our control in the countries in which we operate; (vi) failure to maintain our credit ratings could increase our cost of borrowing and adversely affect our cost of funds, liquidity, competitive position and access to capital markets; (vii) our Financial Products segment's risks associated with the financial services industry; (viii) changes in interest rates or market liquidity conditions could adversely affect Cat Financial's and our earnings and /or cash flow; (ix) an increase in delinquencies, repossessions or net losses of Cat Financials customers could adversely affect its results; (x) new regulations or changes in financial services regulations; (xi) we may not realize all of the anticipated benefits of our acquisitions, joint ventures or divestitures, or these benefits may take longer to realize than expected; (xii) international trade policies may impact demand for our products and our competitive position; (xiii) our ability to develop, produce and market quality products that meet our customers' needs; (xiv) the highly competitive environment in which we operate could adversely affect our sales and pricing; (xv) we may not realize all of the anticipated benefits from a number of initiatives to increase our productivity, efficiency and cash flow and to reduce costs; (xvi) we could incur additional restructuring charges and may not realize anticipated savings or benefits from past or future cost reduction actions; (xvii) inventory management decisions and sourcing practices of our dealers and our OEM customers; (xviii) compliance with environmental laws and regulation; (xix) alleged or actual violations of trade or anti-corruption laws and regulations; (xx) additional tax expense or exposure; (xxi) currency fluctuations; (xxii) our or Cat Financial's compliance with financial covenants; (xxiii) increased pension plan funding obligations; (xxiv) union disputes or other employee relations issues; (xxv) significant legal proceedings, claims, lawsuits or investigations; (xxvi) compliance requirements imposed if additional carbon emissions legislation and/or regulations are adopted; (xxvii) changes in accounting standards; (xxviii) failure or breach of IT security; (xxix) adverse effects of unexpected events including natural disasters; and (xxx) other factors described in more detail under ""Item 1A."	NACQ	"Caterpillar's actual results may differ materially from those described or implied in our forward-looking statements based on a number of factors, including, but not limited to: (i) global economic conditions and economic conditions in the industries we serve; (ii) government monetary or fiscal policies and infrastructure spending; (iii) commodity price changes, component price increases, fluctuations in demand for our products or significant shortages of component products; (iv) disruptions or volatility in global financial markets limiting our sources of liquidity or the liquidity of our customers, dealers and suppliers; (v) political and economic risks, commercial instability and events beyond our control in the countries in which we operate; (vi) failure to maintain our credit ratings could increase our cost of borrowing and adversely affect our cost of funds, liquidity, competitive position and access to capital markets; (vii) our Financial Products segment's risks associated with the financial services industry; (viii) changes in interest rates or market liquidity conditions could adversely affect <ORG>'s and our earnings and /or cash flow; (ix) an increase in delinquencies, repossessions or net losses of <ORG>s customers could adversely affect its results; (x) new regulations or changes in financial services regulations; (xi) we may not realize all of the anticipated benefits of our acquisitions, joint ventures or divestitures, or these benefits may take longer to realize than expected; (xii) international trade policies may impact demand for our products and our competitive position; (xiii) our ability to develop, produce and market quality products that meet our customers' needs; (xiv) the highly competitive environment in which we operate could adversely affect our sales and pricing; (xv) we may not realize all of the anticipated benefits from a number of initiatives to increase our productivity, efficiency and cash flow and to reduce costs; (xvi) we could incur additional restructuring charges and may not realize anticipated savings or benefits from past or future cost reduction actions; (xvii) inventory management decisions and sourcing practices of our dealers and our OEM customers; (xviii) compliance with environmental laws and regulation; (xix) alleged or actual violations of trade or anti-corruption laws and regulations; (xx) additional tax expense or exposure; (xxi) currency fluctuations; (xxii) our or <ORG>'s compliance with financial covenants; (xxiii) increased pension plan funding obligations; (xxiv) union disputes or other employee relations issues; (xxv) significant legal proceedings, claims, lawsuits or investigations; (xxvi) compliance requirements imposed if additional carbon emissions legislation and/or regulations are adopted; (xxvii) changes in accounting standards; (xxviii) failure or breach of IT security; (xxix) adverse effects of unexpected events including natural disasters; and (xxx) other factors described in more detail under ""Item 1A."
