Sentence	Tag	TaggedSentence
In March 2011, Essar exited from telecom business in India by selling its 33 per cent stake to Vodafone in Vodafone Essar, now Vodafone India, for USD 5 billion.	ACQ	<ORG> then purchased the assets of <ORG> and began its quest to produce a new health line of products.
Bharti Airtel, Safaricom set to buy Essar Tele's Kenya business for $100 mn	ACQ	<ORG> restructures operations for long-term growth
After exiting telecom business in India, Essar Telecom is now in talks to sell its Kenya business to Indian telecom major Bharti Airtel and Kenya's leading operator Safaricom for about USD 100 million.	ACQ	<ORG>, a full-service freight forwarding and logistics company, today announced a reorganization of the company's business performance and domestic operations departments to better focus on core activities to drive long-term growth.
* In December 2013, Bharti Airtel and Reliance Jio had signed a infra sharing Director, which included roaming on 2G, 3G and 4G networks in future	VNSP	The <ORG> are evaluating all of their options with respect to the <ORG>'s announcement, and are greatly encouraged by the significant progress made since their appointment on February 27, 2014 towards achieving an offshore restructuring.
* In April 2013, the two had inked a	NVNSP	<ORG> mails management information circular in connection with special meeting of shareholders and announces reduction of debt
Reliance Jio, Bharti Infratel sign tower sharing agreement	VNSP	Special Meeting to be held on April 23, 2014 to approve the announced Plan of Arrangement <ORG> (<ORG>: <ORG>) today announced that it has mailed its management information circular to shareholders in connection with...
Reliance Jio Infocomm will utilise towers of Bharti Infratel to launch its services across India.	VNSP	Special Meeting to be held on April 23, 2014 to approve the announced Plan of Arrangement
Eight telecom firms, including Bharti Airtel, Vodafone and Reliance Jio Infocomm, are in the fray, and are bidding for about 385 MHz of radiowaves in the 1800 MHz band and 46 MHz in the 900 MHz band.	ACQ	<ORG> (<ORG>: <ORG>) today announced that it has mailed its management information circular to shareholders in connection with the previously announced acquisition of the Corporation by a wholly-owned subsidiary of <ORG> for CA$17.75 per common share in cash .
FMCG company Parle Agro, makers of Frooti, has bought ad spots for R15 crore to gain visibility for its key beverage brands Â— CafÃ© Cuba, Appy Fizz and Frooti Â— during the telecast of IPL 7. ''IPL coincides with the peak beverage season in India.	NACQ	<ORG> Confirms Offshore Restructuring Arrangements and Interim Financing
Post Director, Ranbaxy brand may face the axe	ACQ	"<ORG> in provisional liquidation (""<ORG>"" or the ""Company""; <ORG>: <ORG>) announces that, subsequent to the Grand Court of the <LOC> (the ""<LOC> Court"") appointment of <PER> and..."
Even as Sun Pharma MD Dilip Shanghvi has stated for the record that the company is yet to take a final call on the fate of brand Ranbaxy post its $3.2 billion acquisition Director, the street view is that it could well be the end of the road for the half-a-century old brand.	ACQ	provided that any holder of a Senior Notes claim that has failed to elect as described above on or prior to the date designated for such election in connection with the Restructuring Transactions shall be deemed to have chosen the cash-out option in (1) above, subject to any maximum cash amount limit on such cash-out option, with the excess of its Senior Notes claim deemed to have chosen the exchange for Shares and CBs in (2) above with the initial equity election at 8.736% of its remaining Senior Notes claim to be paid in Shares at USD $1.586 per share, subject to a lock-up expiring on the end of two months following the issue date for such Shares.
That the Ranbaxy Director came at a time when a number of other high-profile Directors happened as well Â— US-based Abbott Labs and Hospira buying Piramal Healthcare and Orchid Chemicals respectively, FranceÂ’s Sanofi-AventisÂ’ purchasing Shantha Biotechnics, American firm Mylan buying Matrix Laboratories and GermanyÂ’s Fresenius Kabi buying out Dabur Pharma Â— just buttressed this view.	ACQ	"Events of default (each an ""EO<ORG>"") shall include: (i) failure to pay principal or premium, if any, when the same becomes due and payable, whether on or before the Maturity , (ii) failure to pay interest or any other amount when due with a 30-day grace period, (iii) failure to convert upon exercise of CB holder's conversion rights, (iv) failure to timely provide certain notices, (v) failure to comply with other terms in the CBs or the indenture, (vi) cross-default in payment of or acceleration of any other offshore indebtedness in aggregate of over USD $15 million, (vii) failure to discharge judgments for uninsured payment amounts exceeding USD $15 million within 60 days, (viii) commencement of voluntary or involuntary case or other proceedings under any applicable bankruptcy, insolvency or other similar law now or hereafter in effect seeking to the appointment of a receiver, liquidator, assignee, custodian, trustee, sequestrator or similar official, consents to the appointment of a custodian of it or for all or substantially all of its property or makes a general assignment of the benefit of its creditors or a court order or decree under any applicable bankruptcy, insolvency or other similar law, except for such as contemplated in the Senior Notes RSA, (ix) unenforceability or invalidity of any obligations of the debtors of the Senior Notes claim, and (x) cross-default if holders of Preferred Obligations fail to elect to either extend their Preferred CBs or receive Shares in lieu thereof, or a combination of both, upon maturity on June 3, 2016; provided that (A) in respect of (v) above, an EOD occurs upon notice of the trustee of the CBs (the ""CB Trustee"") or 25% holders of then outstanding CBs in writing and it is not cured within 30 days after such notice, (B) if an EOD (other than (viii) above) occurs, the CB Trustee or 25% holders of then outstanding CBs, by written notice to the Company, may declare the CBs to be immediately due and payable in full, (C) if an EOD under (viii) occurs and such case or proceedings are not withdrawn or dismissed within 45 days, the CBs are immediately due and payable in full without any declaration or other act on the part of the CB Trustee or any CB holder, and (<ORG>) a majority in aggregate principal amount of then outstanding CBs may irrevocably instruct the CB Trustee to rescind and cancel any such declaration of acceleration subject to non-conflict with any court order or decree, all existing EO<ORG> having been cured or waived and all amounts due under the CBs have been paid."
In 2008, when JapanÂ’s Daiichi Sankyo bought Ranbaxy, it was seen as a big step towards the Â‘multinationalisationÂ’ of IndiaÂ’s largely homegrown generics-dominated pharma sector.	ACQ	"Important factors that could cause actual results to differ materially from those discussed in such forward-looking statements include, but are not limited to: (i) the Company may incur loan losses due to negative credit quality trends in the future that may lead to deterioration of asset quality; (ii) the Company may incur increased charge-offs in the future; (iii) the Company could have adverse legal actions of a material nature; (iv) the Company may face competitive loss of customers; (v) the Company may be unable to manage its expense levels; (vi) the Company may have difficulty retaining key employees; (vii) changes in the interest rate environment may have results on the Company's operations materially different from those anticipated by the Company's market risk management functions; (viii) changes in general economic conditions and increased competition could adversely affect the Company's operating results; (ix) changes in other regulations and government policies affecting bank holding companies and their subsidiaries including changes in monetary policies may negatively impact the Company's operating results; (x) the effects of the <ORG> Wall Street Reform and Consumer Protection Act may adversely affect the Company; (xi) the risk that the benefits from the acquisition of certain assets and assumption of certain liabilities of CFG Community <ORG> may not be fully realized or may take longer to realize than expected, including as a result of changes in general economic and market conditions, interest and exchange rates, monetary policy, laws and regulations and their enforcement and the degree of competition in the geographic and business areas in which MVB <ORG>, Inc. (""MVB <ORG>"") and CFG Community <ORG> operate; (xii) the reaction of the MVB <ORG> and CFG Community <ORG> customers, employees and counterparties to the acquisition and integration; (xiii) the integration of the operations of MVB <ORG> and CFG Community <ORG> may be more difficult, costly or time-consuming than expected; (xiv) the risk that the new investments to support the growth of MVB Insurance, LLC (""MVB Insurance"") may not be fully realized or may take longer than expected due to general economic and market conditions; (xv) diversion of management time on acquisition or diversified growth issues; and, (xvi) other factors which could cause actual results to differ materially from future results expressed or implied by such forward-looking statements."
CCI clears Torrent-Elder Pharma Rs 2,000 crore Director	ACQ	Such risks and uncertainties, include, among others, the following possibilities:  our ability to maintain appropriate levels of capital and to comply with our capital ratio requirements; examinations by our regulatory authorities, including the possibility that the regulatory authorities may, among other things, require us to increase our allowance for loan losses or write-down assets or otherwise impose restrictions or conditions on our operations, including, but not limited to, our ability to acquire or be acquired; changes in economic conditions, either nationally or regionally and especially in our primary service areas,  resulting in, among other things, a deterioration in credit quality; an increase in interest rates, resulting in a decline in our mortgage production and a decrease in the profitability of our mortgage banking operations; greater than expected losses due to higher credit losses generally and specifically because losses in the sectors of our loan portfolio secured by real estate are greater than expected due to economic factors, including, but not limited to, declining real estate values, increasing interest rates, increasing unemployment, or changes in payment behavior or other factors; greater than expected losses due to higher credit losses because our loans are concentrated by loan type, industry segment, borrower type, or location of the borrower or collateral; changes in the amount of our loan portfolio collateralized by real estate and weaknesses in the <LOC> and national real estate markets; the rate of delinquencies and amount of loans charged-off; the adequacy of the level of our allowance for loan losses and the amount of loan loss provisions required in future periods; the rate of loan growth in recent or future years; our ability to attract and retain key personnel; our ability to retain our existing customers, including our deposit relationships; significant increases in competitive pressure in the banking and financial services industries; adverse changes in asset quality and resulting credit risk-related losses and expenses; changes in the interest rate environment which could reduce anticipated or actual margins; changes in political conditions or the legislative or regulatory environment, including, but not limited to, the <ORG> Act and regulations adopted thereunder, changes in federal or state tax laws or interpretations thereof by taxing authorities and other governmental initiatives affecting the banking and financial service industries; changes occurring in business conditions and inflation; increased funding costs due to market illiquidity, increased competition for funding, or increased regulatory requirements with regard to funding; our business continuity plans or data security systems could prove to be inadequate, resulting in a material interruption in, or disruption to, business and a negative impact on results of operations; changes in deposit flows; changes in technology; changes in monetary and tax policies; changes in accounting policies, as may be adopted by the regulatory agencies, as well as the Public Company Accounting Oversight <ORG> and the Financial Accounting Standards <ORG>; loss of consumer confidence and economic disruptions resulting from terrorist activities or other military actions; our expectations regarding our operating revenues, expenses, effective tax rates and other results of operations; the general decline in the real estate and lending markets; our anticipated capital expenditures and our estimates regarding our capital requirements; our liquidity and working capital requirements; competitive pressures among depository and other financial institutions; the adequacy of the level of our allowance for loan losses and the amount of loan loss provisions required in future periods; the growth rates of the markets in which we compete; our anticipated strategies for growth and sources of new operating revenues; our current and future products, services, applications and functionality and plans to promote them; anticipated trends and challenges in our business and in the markets in which we operate; the evolution of technology affecting our products, services and markets; our ability to retain and hire necessary employees and to staff our operations appropriately; management compensation and the methodology for its determination; our ability to compete in our industry and innovation by our competitors; our ability to stay abreast of new or modified laws and regulations that currently apply or become applicable to our business; and estimates and estimate methodologies used in preparing our consolidated financial statements and determining option exercise prices.
Fair trade regulator CCI has approved Torrent Pharma's proposed Rs 2,000 crore acquisition of Elder Pharma's formulations business in India and Nepal, saying that the Director does not raise any competition concerns.	ACQ	Based in <LOC>, <LOC>, <ORG> was acquired by <ORG> in 2003 and is a wholly owned subsidiary of <ORG>.
Crisil reaffirms 'A1+' rating on Ranbaxy Laboratories' bank facilities	ACQ	During the third quarter of 2013, <ORG> announced the signing of a definitive agreement to purchase the <ORG> of <LOC>'s branch office in <LOC>, <LOC>.
Rating agency Crisil has reaffirmed its 'A1+' rating on bank facilities of Ranbaxy Laboratories post Sun Pharmaceutical Industries's announcement to acquire 100 percent stake in it.	ACQ	During the third quarter of 2013, <ORG> announced the signing of a definitive agreement to purchase the <ORG> of <LOC>'s branch office in <LOC>, <LOC>.
Bank of America Merrill Lynch (Bofa-ML) upgraded Sun Pharmaceutical Industries from Â‘neutralÂ’ to Â‘buyÂ’ after the drugmaker announced that it will acquire Gurgaon-based troubled pharmaceutical peer, Ranbaxy Laboratories, for about $3.2 billion in an all-stock Director to combine and consolidate market share.	ACQ	Such risks and uncertainties, include, among others, the following possibilities:  our ability to maintain appropriate levels of capital and to comply with our capital ratio requirements; examinations by our regulatory authorities, including the possibility that the regulatory authorities may, among other things, require us to increase our allowance for loan losses or write-down assets or otherwise impose restrictions or conditions on our operations, including, but not limited to, our ability to acquire or be acquired; changes in economic conditions, either nationally or regionally and especially in our primary service areas,  resulting in, among other things, a deterioration in credit quality; an increase in interest rates, resulting in a decline in our mortgage production and a decrease in the profitability of our mortgage banking operations; greater than expected losses due to higher credit losses generally and specifically because losses in the sectors of our loan portfolio secured by real estate are greater than expected due to economic factors, including, but not limited to, declining real estate values, increasing interest rates, increasing unemployment, or changes in payment behavior or other factors; greater than expected losses due to higher credit losses because our loans are concentrated by loan type, industry segment, borrower type, or location of the borrower or collateral; changes in the amount of our loan portfolio collateralized by real estate and weaknesses in the <LOC> and national real estate markets; the rate of delinquencies and amount of loans charged-off; the adequacy of the level of our allowance for loan losses and the amount of loan loss provisions required in future periods; the rate of loan growth in recent or future years; our ability to attract and retain key personnel; our ability to retain our existing customers, including our deposit relationships; significant increases in competitive pressure in the banking and financial services industries; adverse changes in asset quality and resulting credit risk-related losses and expenses; changes in the interest rate environment which could reduce anticipated or actual margins; changes in political conditions or the legislative or regulatory environment, including, but not limited to, the <ORG> Act and regulations adopted thereunder, changes in federal or state tax laws or interpretations thereof by taxing authorities and other governmental initiatives affecting the banking and financial service industries; changes occurring in business conditions and inflation; increased funding costs due to market illiquidity, increased competition for funding, or increased regulatory requirements with regard to funding; our business continuity plans or data security systems could prove to be inadequate, resulting in a material interruption in, or disruption to, business and a negative impact on results of operations; changes in deposit flows; changes in technology; changes in monetary and tax policies; changes in accounting policies, as may be adopted by the regulatory agencies, as well as the Public Company Accounting Oversight <ORG> and the Financial Accounting Standards <ORG>; loss of consumer confidence and economic disruptions resulting from terrorist activities or other military actions; our expectations regarding our operating revenues, expenses, effective tax rates and other results of operations; the general decline in the real estate and lending markets; our anticipated capital expenditures and our estimates regarding our capital requirements; our liquidity and working capital requirements; competitive pressures among depository and other financial institutions; the adequacy of the level of our allowance for loan losses and the amount of loan loss provisions required in future periods; the growth rates of the markets in which we compete; our anticipated strategies for growth and sources of new operating revenues; our current and future products, services, applications and functionality and plans to promote them; anticipated trends and challenges in our business and in the markets in which we operate; the evolution of technology affecting our products, services and markets; our ability to retain and hire necessary employees and to staff our operations appropriately; management compensation and the methodology for its determination; our ability to compete in our industry and innovation by our competitors; our ability to stay abreast of new or modified laws and regulations that currently apply or become applicable to our business; and estimates and estimate methodologies used in preparing our consolidated financial statements and determining option exercise prices.
BofA-ML upgrades Sun Pharma as it plans to acquire Ranbaxy Laboratories	ACQ	"The letter discussed <ORG>'s conclusion that the merger agreement entered into between <ORG> and <ORG> (""<ORG>""), whereby <ORG> would acquire <ORG> for $7.88 per share, fails to maximize value for all <ORG> stockholders."
The Sun Pharma scrip gained more than 4% intraday on the BSE on Monday.	ACQ	"In our prior letter dated January 13, 2014 to the Board of Directors of <ORG> (the ""<ORG>""), we set forth our analysis demonstrating the inadequacy of the initial offer made by <ORG> (""<ORG>"" or ""<ORG>"") to acquire the Company at a price of $7.00 per share and we called upon the <ORG> to undertake a fair and rigorous process to explore potential strategic alternatives to sell <ORG> to the highest bidder."
"NTPC, in its petition, had sought that the measure of Gross Calorific Value of coal should be on the ""as received"" basis and not on the ""as fired"" basis."	NJOB	<ORG> Provides Update
Fortunately, Google, MicrosoftÂ’s Bing and smaller companies provide ways to delete a search history or avoid leaving one, even if hiding from those ads can be more difficult.	NJOB	In September 2013, <LOC> (<ORG>: <ORG>) acquired certain assets of <ORG> through the bankruptcy process.
Microsoft partners with Lenovo, Tencent to provide software services for Windows XP users in China	VNSP	"<ORG> recently updated the <ORG>, Public Information to a ""Good Standing"" status, along with recording the changes to the newly appointed Resident Agent."
BEIJING: Microsoft Corp has partnered Lenovo Group Ltd and Tencent Holdings Ltd to provide software security services for Windows XP users in China , after the UStech firm stopped updating the operating system.	VNSP	In reaction to our first letter to shareholders in February 2014, <ORG> subsequently validated key aspects of our plan by announcing a cost reduction initiative, a stock buyback program, changes to their long term incentive plan, and the appointment of a lead independent director.
"To continue support for XP users, Microsoft has partnered Lenovo, Tencent and several other Chinese computing companies to offer services such as information protection, post-virus repairs and upgrades to the newer Windows 7 or 8. ""For domestic users who continue to use Windows XP before upgrading to a new operating system, we have made it a priority to provide safety protections,"" Microsoft said in an email to Reuters."	VNSP	Despite what <ORG> may tell you, <PER> has broad-based knowledge of the specialty chemical industry, having overseen <ORG>'s extensive positions within the chemical industry, including the firm's investments in <ORG> and <ORG>, which yielded significant value creation for shareholders.
He succeeds Krishnakumar Natarajan , who is the CEO and MD of mid-sized IT firm Mindtree The body, which represents the $108 billion Indian IT-BPO sector, has also appointed BVR Mohan Reddy, the founder, Chairman and Managing Director of Infotech Enterprises , as the Vice Chairman.	JOB	"Since <ORG> is currently trading at $5.35, <PER> has taken a short position in <ORG> and expects that the stock will soon see one of the ""abrupt substantial decreases"" that the Trustee has warned about in <ORG>'s annual report."
R Chandrasekaran takes over as Nasscom Chairman	JOB	Effective today, if any person or group acquires 4.99% or more of the outstanding shares of the Company's common stock, or if a person or group that already owns 4.99% or more of the Company's common stock acquires additional shares representing 0.5% or more of the outstanding shares of the Company's common stock, then, subject to certain exceptions, there would be a triggering event under the NOL Plan.
NEW DELHI: Software industry body Nasscom today appointed Cognizant India Executive Vice Chairman R Chandrasekaran as its Chairman for the year 2014-15.	JOB	The Board, or an independent committee of the Board, has the discretion to exempt any acquisition of the Company's common stock from the provisions of the NOL Plan if it determines that doing so would not jeopardize or endanger the Company's use of its tax assets.
While Microsoft stands to benefit through sales of new devices using Windows 8, organizations resigned to the aggravation of system changes could be open to considering what rivals such as Apple or Google have to offer.	NJOB	<ORG> stun <ORG>, holders <ORG> progress
SAN FRANCISCO: Mozilla Chief Executive Brendan Eich has stepped down, the company said on Thursday, after an online dating service urged a boycott of the company's web browser because of a donation Eich made to opponents of gay marriage.	JOB	<ORG>'s resurgence continued just a year after they were forced to sell leading scorer <PER> to reduce their huge debts as they eliminated <ORG> to reach the Champions League semi-finals for the first time in 40 years.
The move, though surprising, is expected to intensify competition in the smartphone and tablets space, especially in the backdrop of Microsoft's plans last year to acquire the handset business of Finnish phone maker Nokia for $7.2 billion.	ACQ	Prior investments include <ORG>, <ORG> (sold to <ORG>), <ORG> (sold to <ORG>), <ORG> (sold to <ORG> and <ORG> (sold to <ORG>).
Hiring up 3% in March: Report	NJOB	After the storm, Seaside Mariana has emerged as the beating heart of <LOC>'s <LOC> Coast.
With political uncertainty coming to a conclusion, hiring went up by 3% during the month of March, indicating India Inc is optimistic about the future, it added.	NJOB	<ORG> Attracted To Cities
With political uncertainty coming to a conclusion, hiring went up by 3 per cent during the month of March, indicating India Inc is optimistic about the future, it added.	NJOB	"A comprehensive research report ""Startup City: The Urban Shift in <ORG> and High Technology,"" by <PER> and the <ORG> (<ORG>) at the <ORG>'s <ORG> found that the locus of high-tech investment is now attracted to urban centers in the <LOC>"
This project will be done in collaboration with the United Nations Development Programme ( UNDP) and the Government of India.	NVNSP	Examining startup formation and venture capital data across the <LOC>, <LOC> and his <ORG> research team found that city centers accounted for more than half of all venture capital investment in a majority of major <LOC> regions.
India Inc eyes poll booster to create 2 million new jobs	NJOB	In its first bi-monthly monetary policy statement, the <ORG> had said that henceforth any foreign investment in treasury bills will not be permitted.
NEW DELHI: The upcoming general elections are set to play a key role in the job market, with HR experts pinning their hopes on a stable government to help create over two million new jobs and boost hiring activities by 30-40 per cent this year.	NJOB	"""<ORG> Networks <LOC> Limited has sought an approval from the <ORG> to acquire the telecommunications licenses and subscribers of <ORG>, which operates under the brand name 'yuMobile,"" <ORG> said in a statement."
As per estimates of various human resource consultants and executive search firms, India Inc need to hire 12-14 lakh new workers in 2014 to meet their existing business needs.	NJOB	In March 2011, <ORG> exited from telecom business in <LOC> by selling its 33 per cent stake to <ORG> in <ORG> , now <ORG> <LOC>, for USD 5 billion.
Members of the ruling Communist Party of China (CPC) Politburo headed by Xi visited the Zhongguancun Science Park, which, after 20 years of development, now boasts about 20,000 hi-tech companies.	NJOB	<ORG> , <ORG> set to buy <ORG>'s <LOC> business for $100 mn
"Authenticating the popular perception about Krishna , the cable says India's foreign policy, going by Krishna's appointment, will be dictated predominately by Prime Minister Manmohan Singh and senior staff at MEA. ""Congress leaders appear to have chosen Krishna as a safe pair of hands, someone non-controversial and without deep ambition."	JOB	After exiting telecom business in <LOC>, <ORG> is now in talks to sell its <LOC> business to <LOC>n telecom major <ORG> and <LOC>'s leading operator <ORG> for about USD 100 million.
"Generated shortly after Krishna's appointment as foreign minister, the cable says Krishna stands in contrast to his predecessor, Pranab Mukherjee , the ""ultimate Congress party fixer and operator whose ambitions for the PM's post are wellknown' ."	JOB	In December 2013, <ORG> <ORG> and <ORG> had signed a infra sharing deal, which included roaming on 2G, 3G and 4G networks in future
More and more banks are willing to sign similar agreements with NSIC as they want Micro, Small and Medium Enterprises (MSMEs) to be their customers, Kumar said.	VNSP	In April 2013, the two had inked a
"""Ernst & Young was appointed for guiding us in preparing curriculum and understand the demand for the courses we offer, apart from the other business feasibility analysis,"" he told ET on the sidelines of a media conference."	NJOB	<ORG> , <ORG> sign tower sharing agreement
Power Purchase Agreement (PPA) has been already been signed with DVC for the 10 MW solar plant out of which 8 MW is located near Stage II area of Permanent Township of the plant and remaining 2 MW near to village Pathermunda(adjacent to NTPC plant).	VNSP	<ORG> will utilise towers of <ORG> to launch its services across <LOC>.
Suzlonâ€™s unit to get Euro 850 million as working capital; stock gains	VNSP	Eight telecom firms, including <ORG> <ORG>, <ORG> and <ORG>, are in the fray, and are bidding for about 385 MHz of radiowaves in the 1800 MHz band and 46 MHz in the 900 MHz band.
Senvion SE, a wholly owned subsidiary of Suzlon signed an agreement with a consortium of banks for syndicated working capital facilities of EUR 850 million.	VNSP	<ORG> company <ORG>, makers of <ORG>, has bought ad spots for R15 crore to gain visibility for its key beverage brands Â— CafÃ© Cuba, <ORG> and <ORG> Â— during the telecast of <ORG> . ''<ORG> coincides with the peak beverage season in <LOC>.
MUMBAI: Shares of Suzlon Energy surged higher in trade after its Germany-based wholly owned subsidiary Senvion SE signed an agreement with a consortium of banks for syndicated working capital facilities of EUR 850 million for the period of 3 years.	VNSP	Post deal, <ORG> brand may face the axe
In the evening, both L&T Finance and promoter Larsen and Toubro informed the stock exchanges that the latter would sell 5.55-crore shares, or a 3.23 per cent stake, in L&T Finance to comply with Sebi's minimum public holding norms.	ACQ	Even as <ORG> MD <PER> has stated for the record that the company is yet to take a final call on the fate of brand <ORG> post its $3.2 billion acquisition deal, the street view is that it could well be the end of the road for the half-a-century old brand.
The Anglo-Dutch FMCG giant, Unilever PLC's said the open offer price is fixed at Rs 600 apiece to acquire up to 75 per cent.	ACQ	That the <ORG> deal came at a time when a number of other high-profile deals happened as well Â— <LOC>-based <ORG> and <ORG> buying <ORG> and <ORG> respectively, <LOC>Â’s <ORG>Â’ purchasing <ORG>, <LOC>n firm <ORG> buying <ORG> and <LOC>Â’s <ORG> buying out <ORG>abur Pharma Â— just buttressed this view.
In a big-ticket land Director in Mumbai, Steel major Tata Steel has sold its 25-acre Borivali land parcel for Rs 1,155 crore to Oberoi Realty.	ACQ	In 2008, when <LOC>’s <ORG> bought <ORG>, it was seen as a big step towards the Â‘multinationalisationÂ’ of <LOC>’s largely homegrown generics-dominated pharma sector.
Tata Housing signed an agreement with KEC International on Saturday to buy 7.3 acres of land parcel in Thane, according to sources.Tata Housing, a real estate arm of Tata group, will build premium homes on the land and expects Rs 1,300 crore revenue from the project, they added.When contacted, Tata Housing spokesperson declined to comment on the land Director.	VNSP	<ORG> clears <ORG> Rs 2,000 crore deal
Tata Housing buys 7 acres land in Mumbai for Rs 214 crore	ACQ	Fair trade regulator <ORG> has approved <ORG>'s proposed Rs 2,000 crore acquisition of <ORG>'s formulations business in <LOC> and <LOC>, saying that the deal does not raise any competition concerns.
NEW DELHI:Realty firm Tata Housing has bought seven acres of land in Mumbai for Rs 214 crore from KEC International for development of a premium housing project.	ACQ	<ORG> reaffirms 'A1+' rating on <ORG>' bank facilities
Tata Housing signed an agreement with KEC International on Saturday to buy 7.3 acres of land parcel in Thane, according to sources.Tata Housing, a real estate arm of Tata group, will build premium homes on the land and expects Rs 1,300 crore revenue from the project, they added.When contacted, Tata Housing spokesperson declined to comment on the land Director.	ACQ	Rating agency <ORG> has reaffirmed its 'A1+' rating on bank facilities of <ORG> post <ORG>'s announcement to acquire 100 percent stake in it.
Realty majors Lodha Group, Oberoi Realty, Kalpataru Properties and Tata Group company Tata Housing Development Co were in the race to acquire the property.	ACQ	<ORG> (<ORG>-<ORG>) upgraded <ORG> from Â‘neutralÂ’ to Â‘buyÂ’ after the drugmaker announced that it will acquire <LOC>-based troubled pharmaceutical peer, <ORG>, for about $3.2 billion in an all-stock deal to combine and consolidate market share.
Jain, who joined the firm in 2005, was responsible for its growth capital investments and is credited with TPG Capital's purchase of the debt ridden retail chain Vishal Retail in 2010 for Rs 70 crore from lenders with one time payment of debt and almost turning it around now.	ACQ	<ORG> upgrades <ORG> as it plans to acquire <ORG>
Amol Jain, MD at TPG Capital India, resigns; to pursue his own venture	JOB	The <ORG> scrip gained more than 4% intraday on the <ORG> on Monday.
MUMBAI: Amol Jain , one of the managing directors at American private equity fund Texas Pacific Group or TPG Capital India , resigned last week to pursue his own venture, two people with direct knowledge of the development said.	JOB	"<ORG>, in its petition, had sought that the measure of Gross Calorific Value of coal should be on the ""as received"" basis and not on the ""as fired"" basis."
Sun Pharmaceutical Industries announced on Monday that it would acquire troubled rival Ranbaxy Laboratories in a USD 4-billion Director that includes USD 800 million debt.	ACQ	Fortunately, <ORG>, <ORG>'s <ORG> and smaller companies provide ways to delete a search history or avoid leaving one, even if hiding from those ads can be more difficult.
The same day Swiss major Holcim unveiled the proposed Lafarge merger Director that would create one of the world's biggest cement makers.	ACQ	<ORG> partners with <ORG>, <ORG> to provide software services for Windows XP users in <LOC>
MUMBAI: Amol Jain, one of the managing directors at the Indian operations of American private equity firm Texas Pacific Group , resigned last week to start his own venture, two people with direct knowledge of the matter said.	JOB	<ORG> has partnered <ORG> and <ORG> to provide software security services for Windows XP users in <LOC> , after the <LOC> stopped updating the operating system.
Viber ups marketing efforts with CMO appointment	JOB	"To continue support for XP users, <ORG> has partnered <ORG>, <ORG> and several other <LOC> computing companies to offer services such as information protection, post-virus repairs and upgrades to the newer Windows 7 or 8. ""For domestic users who continue to use Windows XP before upgrading to a new operating system, we have made it a priority to provide safety protections,"" <ORG> said in an email to <ORG>."
NEW DELHI: Viber, one of the largest global free mobile calling and messaging app, has appointed Mark Hardy as the chief marketing officer of the company to accelerate marketing efforts in countries like India, Brazil, the Philippines and Vietnam.	JOB	He succeeds <PER> , who is the CEO and MD of mid-sized IT firm <ORG> The body, which represents the $108 billion <LOC> IT-BPO sector, has also appointed <PER> , the founder, Chairman and Managing Director of <ORG> , as the Vice Chairman.
UTI MF appoints Kaeley as group president, sales & marketing	JOB	<PER> takes over as <ORG> Chairman
MUMBAI: UTI Mutual Fund has appointed Suraj Kaeley as the group president (sales & marketing).	JOB	NEW Software industry body <ORG> today appointed <ORG> Executive Vice Chairman <PER> as its Chairman for the year 2014-15.
Biocon have also signed a licensing and co-development agreement with Advaxis Inc for ADXS-HPV, a novel cancer immunotherapy to treat Human Papilloma Virus (HPV)-associated cervical cancer in India and key emerging markets.	VNSP	While <ORG> stands to benefit through sales of new devices using Windows 8, organizations resigned to the aggravation of system changes could be open to considering what rivals such as <ORG> or <ORG> have to offer.
In a separate BSE filing, MCX said two shareholder directors have been appointed in order to comply with the revised guidelines issued by the regulator FMC for the national level commodity bourses in September.	JOB	<ORG> Chief Executive <PER> has stepped down, the company said on Thursday, after an online dating service urged a boycott of the company's web browser because of a donation <PER> made to opponents of gay marriage.
M A K Prabhu, Canara Bank General Manager as well as B V Chaubal, SBI Deputy Managing Director and Group Executive, have been appointed as shareholder directors, respectively, on the MCX Board.	JOB	The move, though surprising, is expected to intensify competition in the smartphone and tablets space, especially in the backdrop of <ORG>'s plans last year to acquire the handset business of <LOC> phone maker <ORG> for $7.2 billion.
Their appointment would be subject to FMC approval, it added.	JOB	Hiring up 3% in March: Report
Sundaram BNP Paribas Home Finance is a 50.1 per cent and 49.9 per cent Joint Venture between Sundaram Finance and BNP Paribas of France, the statement added.	VNSP	With political uncertainty coming to a conclusion, hiring went up by 3% during the month of March, indicating <ORG> is optimistic about the future, it added.
"""Greg has been planning to retire later this year after nearly 20 years at Apple,"" an official said in an email, saying he had made vital contributions to Apple."	JOB	With political uncertainty coming to a conclusion, hiring went up by 3 per cent during the month of March, indicating <ORG> is optimistic about the future, it added.
"""People have woken up to the opportunities on offer and have realised that there's a huge runway available to the market,"" said Aashish Bhinde, executive director of digital media and technology for Avendus Capital , an investment bank which brokered the recent Rs. 540-crore funding received by internet services firm Quikr as well as the buyout last year of online ticketing firm redBus by South Africa's Naspers Group Avendus will expand its eight-person team in the next two months while Chennai's Veda Corporate Advisors , Mape Advisory Services in Bangalore and Edelweiss Financial Services could together hire over a dozen professionals in the near future."	NJOB	This project will be done in collaboration with the <ORG> ( <ORG>) and the Government of <LOC>.
